sample_id,class_label,class_name,image_path,conditioning_sigma,activation_path,batch_index,umap_x,umap_y
sample_002870,197,giant_schnauzer,images/imagenet_real/sample_002870.png,50.0,activations/imagenet_real/batch_000000,85,1.434282,4.4789352
sample_002879,394,sturgeon,images/imagenet_real/sample_002879.png,50.0,activations/imagenet_real/batch_000000,86,8.484915,8.192187
sample_002914,751,racer,images/imagenet_real/sample_002914.png,50.0,activations/imagenet_real/batch_000000,87,2.8752484,-7.795415
sample_002915,2,great_white_shark,images/imagenet_real/sample_002915.png,50.0,activations/imagenet_real/batch_000000,88,-0.20823777,-12.898954
sample_002944,197,giant_schnauzer,images/imagenet_real/sample_002944.png,50.0,activations/imagenet_real/batch_000000,89,1.4264424,4.795139
sample_002975,725,pitcher,images/imagenet_real/sample_002975.png,50.0,activations/imagenet_real/batch_000000,90,-1.4560785,1.1516625
sample_002995,930,French_loaf,images/imagenet_real/sample_002995.png,50.0,activations/imagenet_real/batch_000000,91,-3.83618,-0.00840528
sample_003014,751,racer,images/imagenet_real/sample_003014.png,50.0,activations/imagenet_real/batch_000000,92,2.8512442,-7.599285
sample_003074,394,sturgeon,images/imagenet_real/sample_003074.png,50.0,activations/imagenet_real/batch_000000,93,8.511739,8.109691
sample_003122,649,megalith,images/imagenet_real/sample_003122.png,50.0,activations/imagenet_real/batch_000000,94,5.986937,-1.3585572
sample_003143,665,moped,images/imagenet_real/sample_003143.png,50.0,activations/imagenet_real/batch_000000,95,1.9755806,-0.8503663
sample_003182,319,dragonfly,images/imagenet_real/sample_003182.png,50.0,activations/imagenet_real/batch_000000,96,-9.938853,3.3395813
sample_003206,649,megalith,images/imagenet_real/sample_003206.png,50.0,activations/imagenet_real/batch_000000,97,5.5196676,-1.2653974
sample_003229,88,macaw,images/imagenet_real/sample_003229.png,50.0,activations/imagenet_real/batch_000000,98,-4.8473825,7.8756533
sample_003230,930,French_loaf,images/imagenet_real/sample_003230.png,50.0,activations/imagenet_real/batch_000000,99,-3.3114207,0.56726706
sample_003300,86,partridge,images/imagenet_real/sample_003300.png,50.0,activations/imagenet_real/batch_000000,100,-4.777408,4.7389293
sample_003301,725,pitcher,images/imagenet_real/sample_003301.png,50.0,activations/imagenet_real/batch_000000,101,-1.4190462,1.106969
sample_003303,930,French_loaf,images/imagenet_real/sample_003303.png,50.0,activations/imagenet_real/batch_000000,102,-3.7502515,0.08964021
sample_003334,197,giant_schnauzer,images/imagenet_real/sample_003334.png,50.0,activations/imagenet_real/batch_000000,103,1.2938474,4.8680882
sample_003449,319,dragonfly,images/imagenet_real/sample_003449.png,50.0,activations/imagenet_real/batch_000000,104,-9.959934,3.317714
sample_003502,67,diamondback,images/imagenet_real/sample_003502.png,50.0,activations/imagenet_real/batch_000000,105,-0.2038189,15.843618
sample_003540,173,Ibizan_hound,images/imagenet_real/sample_003540.png,50.0,activations/imagenet_real/batch_000000,106,2.9912639,2.272154
sample_003655,394,sturgeon,images/imagenet_real/sample_003655.png,50.0,activations/imagenet_real/batch_000000,107,8.537556,7.7723207
sample_003698,725,pitcher,images/imagenet_real/sample_003698.png,50.0,activations/imagenet_real/batch_000000,108,-1.2066365,0.10449325
sample_003756,86,partridge,images/imagenet_real/sample_003756.png,50.0,activations/imagenet_real/batch_000000,109,-4.51002,4.786924
sample_003796,197,giant_schnauzer,images/imagenet_real/sample_003796.png,50.0,activations/imagenet_real/batch_000000,110,1.439855,4.754475
sample_003861,665,moped,images/imagenet_real/sample_003861.png,50.0,activations/imagenet_real/batch_000000,111,2.3588736,-0.3652148
sample_003894,394,sturgeon,images/imagenet_real/sample_003894.png,50.0,activations/imagenet_real/batch_000000,112,8.53368,8.126969
sample_003911,649,megalith,images/imagenet_real/sample_003911.png,50.0,activations/imagenet_real/batch_000000,113,5.9862237,-1.3963066
sample_003975,88,macaw,images/imagenet_real/sample_003975.png,50.0,activations/imagenet_real/batch_000000,114,-4.9022017,7.7821236
sample_003981,115,sea_slug,images/imagenet_real/sample_003981.png,50.0,activations/imagenet_real/batch_000000,115,15.979252,-5.2945337
sample_003982,930,French_loaf,images/imagenet_real/sample_003982.png,50.0,activations/imagenet_real/batch_000000,116,-3.8987632,-0.06624887
sample_004030,88,macaw,images/imagenet_real/sample_004030.png,50.0,activations/imagenet_real/batch_000000,117,-4.92483,7.7980127
sample_004046,86,partridge,images/imagenet_real/sample_004046.png,50.0,activations/imagenet_real/batch_000000,118,-4.815015,4.7517943
sample_004115,197,giant_schnauzer,images/imagenet_real/sample_004115.png,50.0,activations/imagenet_real/batch_000000,119,1.3137059,4.749017
sample_004124,67,diamondback,images/imagenet_real/sample_004124.png,50.0,activations/imagenet_real/batch_000000,120,-0.3044499,15.958557
sample_004196,704,parking_meter,images/imagenet_real/sample_004196.png,50.0,activations/imagenet_real/batch_000000,121,0.8875925,-0.26087677
sample_004198,173,Ibizan_hound,images/imagenet_real/sample_004198.png,50.0,activations/imagenet_real/batch_000000,122,3.3062587,2.2666223
sample_004205,827,stove,images/imagenet_real/sample_004205.png,50.0,activations/imagenet_real/batch_000000,123,-0.550828,-1.0353503
sample_004207,67,diamondback,images/imagenet_real/sample_004207.png,50.0,activations/imagenet_real/batch_000000,124,-0.29531434,16.048779
sample_004267,827,stove,images/imagenet_real/sample_004267.png,50.0,activations/imagenet_real/batch_000000,125,-0.042832114,1.8932409
sample_004269,2,great_white_shark,images/imagenet_real/sample_004269.png,50.0,activations/imagenet_real/batch_000000,126,-0.22259916,-12.992995
sample_004285,319,dragonfly,images/imagenet_real/sample_004285.png,50.0,activations/imagenet_real/batch_000000,127,-9.9903555,3.2900817
sample_004291,115,sea_slug,images/imagenet_real/sample_004291.png,50.0,activations/imagenet_real/batch_000000,128,15.9792385,-5.1247706
sample_004305,197,giant_schnauzer,images/imagenet_real/sample_004305.png,50.0,activations/imagenet_real/batch_000000,129,1.329387,4.5142007
sample_004324,88,macaw,images/imagenet_real/sample_004324.png,50.0,activations/imagenet_real/batch_000000,130,-4.92586,7.7992396
sample_004349,319,dragonfly,images/imagenet_real/sample_004349.png,50.0,activations/imagenet_real/batch_000000,131,-9.924209,3.2999294
sample_004377,2,great_white_shark,images/imagenet_real/sample_004377.png,50.0,activations/imagenet_real/batch_000000,132,-0.31665424,-12.810165
sample_004396,394,sturgeon,images/imagenet_real/sample_004396.png,50.0,activations/imagenet_real/batch_000000,133,8.483036,8.188126
sample_004416,930,French_loaf,images/imagenet_real/sample_004416.png,50.0,activations/imagenet_real/batch_000000,134,-3.9191444,-0.08541074
sample_004513,173,Ibizan_hound,images/imagenet_real/sample_004513.png,50.0,activations/imagenet_real/batch_000000,135,3.5315711,2.37584
sample_004527,115,sea_slug,images/imagenet_real/sample_004527.png,50.0,activations/imagenet_real/batch_000000,136,16.14624,-5.2847495
sample_004560,827,stove,images/imagenet_real/sample_004560.png,50.0,activations/imagenet_real/batch_000000,137,-0.19928968,1.946948
sample_004570,665,moped,images/imagenet_real/sample_004570.png,50.0,activations/imagenet_real/batch_000000,138,2.3662183,-0.38670787
sample_004628,751,racer,images/imagenet_real/sample_004628.png,50.0,activations/imagenet_real/batch_000000,139,2.9381266,-7.4748473
sample_004649,115,sea_slug,images/imagenet_real/sample_004649.png,50.0,activations/imagenet_real/batch_000000,140,15.955874,-5.1007056
sample_004667,930,French_loaf,images/imagenet_real/sample_004667.png,50.0,activations/imagenet_real/batch_000000,141,-3.8892622,-0.059348762
sample_004738,751,racer,images/imagenet_real/sample_004738.png,50.0,activations/imagenet_real/batch_000000,142,2.8274956,-7.834376
sample_004749,665,moped,images/imagenet_real/sample_004749.png,50.0,activations/imagenet_real/batch_000000,143,2.0326035,-0.7775408
sample_004770,86,partridge,images/imagenet_real/sample_004770.png,50.0,activations/imagenet_real/batch_000000,144,-5.12123,4.468693
sample_004781,930,French_loaf,images/imagenet_real/sample_004781.png,50.0,activations/imagenet_real/batch_000000,145,-3.7361662,0.0998209
sample_004795,704,parking_meter,images/imagenet_real/sample_004795.png,50.0,activations/imagenet_real/batch_000000,146,0.6956516,0.0008860786
sample_004815,115,sea_slug,images/imagenet_real/sample_004815.png,50.0,activations/imagenet_real/batch_000000,147,16.078876,-5.0966134
sample_004929,704,parking_meter,images/imagenet_real/sample_004929.png,50.0,activations/imagenet_real/batch_000000,148,0.7028235,0.07161915
sample_004940,67,diamondback,images/imagenet_real/sample_004940.png,50.0,activations/imagenet_real/batch_000000,149,-0.3152318,15.777657
sample_004994,88,macaw,images/imagenet_real/sample_004994.png,50.0,activations/imagenet_real/batch_000000,150,-4.6916394,7.796193
sample_005009,649,megalith,images/imagenet_real/sample_005009.png,50.0,activations/imagenet_real/batch_000000,151,4.749306,-1.5532744
sample_005064,725,pitcher,images/imagenet_real/sample_005064.png,50.0,activations/imagenet_real/batch_000000,152,-1.2188333,-0.0424424
sample_005149,930,French_loaf,images/imagenet_real/sample_005149.png,50.0,activations/imagenet_real/batch_000000,153,-3.9342847,-0.099344015
sample_005206,930,French_loaf,images/imagenet_real/sample_005206.png,50.0,activations/imagenet_real/batch_000000,154,-3.833181,-0.004814964
sample_005208,173,Ibizan_hound,images/imagenet_real/sample_005208.png,50.0,activations/imagenet_real/batch_000000,155,3.4982376,2.3863351
sample_005213,197,giant_schnauzer,images/imagenet_real/sample_005213.png,50.0,activations/imagenet_real/batch_000000,156,1.2172196,4.575429
sample_005217,930,French_loaf,images/imagenet_real/sample_005217.png,50.0,activations/imagenet_real/batch_000000,157,-3.9275212,-0.09398673
sample_005316,197,giant_schnauzer,images/imagenet_real/sample_005316.png,50.0,activations/imagenet_real/batch_000000,158,1.3226173,4.827755
sample_005318,115,sea_slug,images/imagenet_real/sample_005318.png,50.0,activations/imagenet_real/batch_000000,159,15.923398,-5.2174478
sample_005403,930,French_loaf,images/imagenet_real/sample_005403.png,50.0,activations/imagenet_real/batch_000000,160,-3.9969194,-0.16224575
sample_005412,751,racer,images/imagenet_real/sample_005412.png,50.0,activations/imagenet_real/batch_000000,161,2.9077544,-7.851714
sample_005439,704,parking_meter,images/imagenet_real/sample_005439.png,50.0,activations/imagenet_real/batch_000000,162,0.075506106,1.4211848
sample_005548,197,giant_schnauzer,images/imagenet_real/sample_005548.png,50.0,activations/imagenet_real/batch_000000,163,1.3643922,4.784233
sample_005583,649,megalith,images/imagenet_real/sample_005583.png,50.0,activations/imagenet_real/batch_000000,164,5.4855633,-1.2386143
sample_005681,665,moped,images/imagenet_real/sample_005681.png,50.0,activations/imagenet_real/batch_000000,165,2.496376,-0.12095656
sample_005689,88,macaw,images/imagenet_real/sample_005689.png,50.0,activations/imagenet_real/batch_000000,166,-5.0030975,7.793952
sample_005738,930,French_loaf,images/imagenet_real/sample_005738.png,50.0,activations/imagenet_real/batch_000000,167,-3.986317,-0.15319292
sample_005757,173,Ibizan_hound,images/imagenet_real/sample_005757.png,50.0,activations/imagenet_real/batch_000000,168,3.7424693,2.2158177
sample_005815,173,Ibizan_hound,images/imagenet_real/sample_005815.png,50.0,activations/imagenet_real/batch_000000,169,3.4403274,2.3014174
sample_005848,67,diamondback,images/imagenet_real/sample_005848.png,50.0,activations/imagenet_real/batch_000000,170,-0.39727658,16.053114
sample_005856,197,giant_schnauzer,images/imagenet_real/sample_005856.png,50.0,activations/imagenet_real/batch_000000,171,1.3279684,4.7723165
sample_005857,394,sturgeon,images/imagenet_real/sample_005857.png,50.0,activations/imagenet_real/batch_000000,172,8.487193,8.140636
sample_005866,319,dragonfly,images/imagenet_real/sample_005866.png,50.0,activations/imagenet_real/batch_000000,173,-9.963498,3.3192167
sample_005889,173,Ibizan_hound,images/imagenet_real/sample_005889.png,50.0,activations/imagenet_real/batch_000000,174,3.423424,2.4265509
sample_005959,394,sturgeon,images/imagenet_real/sample_005959.png,50.0,activations/imagenet_real/batch_000000,175,8.478021,8.197288
sample_005976,2,great_white_shark,images/imagenet_real/sample_005976.png,50.0,activations/imagenet_real/batch_000000,176,-0.27672818,-13.035251
sample_006032,67,diamondback,images/imagenet_real/sample_006032.png,50.0,activations/imagenet_real/batch_000000,177,-0.32024327,15.999954
sample_006038,319,dragonfly,images/imagenet_real/sample_006038.png,50.0,activations/imagenet_real/batch_000000,178,-9.766646,3.4620495
sample_006064,930,French_loaf,images/imagenet_real/sample_006064.png,50.0,activations/imagenet_real/batch_000000,179,-3.1458404,0.6022914
sample_006078,725,pitcher,images/imagenet_real/sample_006078.png,50.0,activations/imagenet_real/batch_000000,180,-1.3275403,0.93017745
sample_006094,704,parking_meter,images/imagenet_real/sample_006094.png,50.0,activations/imagenet_real/batch_000000,181,0.86201227,-0.21386051
sample_006147,319,dragonfly,images/imagenet_real/sample_006147.png,50.0,activations/imagenet_real/batch_000000,182,-9.746009,3.4159958
sample_006152,88,macaw,images/imagenet_real/sample_006152.png,50.0,activations/imagenet_real/batch_000000,183,-4.853468,7.7904034
sample_006186,115,sea_slug,images/imagenet_real/sample_006186.png,50.0,activations/imagenet_real/batch_000000,184,16.165903,-5.0758004
sample_006265,319,dragonfly,images/imagenet_real/sample_006265.png,50.0,activations/imagenet_real/batch_000000,185,-9.927357,3.3529801
sample_006308,86,partridge,images/imagenet_real/sample_006308.png,50.0,activations/imagenet_real/batch_000000,186,-5.08995,4.4857793
sample_006328,88,macaw,images/imagenet_real/sample_006328.png,50.0,activations/imagenet_real/batch_000000,187,-4.68783,7.709232
sample_006335,751,racer,images/imagenet_real/sample_006335.png,50.0,activations/imagenet_real/batch_000000,188,2.8561575,-7.790413
sample_006342,930,French_loaf,images/imagenet_real/sample_006342.png,50.0,activations/imagenet_real/batch_000000,189,-3.4092019,0.47088173
sample_006367,930,French_loaf,images/imagenet_real/sample_006367.png,50.0,activations/imagenet_real/batch_000000,190,-3.4338956,0.4013023
sample_006410,394,sturgeon,images/imagenet_real/sample_006410.png,50.0,activations/imagenet_real/batch_000000,191,8.428608,7.5233636
sample_006434,2,great_white_shark,images/imagenet_real/sample_006434.png,50.0,activations/imagenet_real/batch_000000,192,-0.19194819,-13.030758
sample_006501,2,great_white_shark,images/imagenet_real/sample_006501.png,50.0,activations/imagenet_real/batch_000000,193,-0.26977426,-13.010828
sample_006516,665,moped,images/imagenet_real/sample_006516.png,50.0,activations/imagenet_real/batch_000000,194,1.9559253,-0.8296492
sample_006629,86,partridge,images/imagenet_real/sample_006629.png,50.0,activations/imagenet_real/batch_000000,195,-5.011595,4.5636287
sample_006682,115,sea_slug,images/imagenet_real/sample_006682.png,50.0,activations/imagenet_real/batch_000000,196,16.2733,-5.27199
sample_006763,115,sea_slug,images/imagenet_real/sample_006763.png,50.0,activations/imagenet_real/batch_000000,197,15.967571,-5.1853023
sample_006785,649,megalith,images/imagenet_real/sample_006785.png,50.0,activations/imagenet_real/batch_000000,198,6.0562034,-1.3332007
sample_006796,751,racer,images/imagenet_real/sample_006796.png,50.0,activations/imagenet_real/batch_000000,199,2.855139,-7.7580104
sample_006816,173,Ibizan_hound,images/imagenet_real/sample_006816.png,50.0,activations/imagenet_real/batch_000000,200,3.1188655,2.3062243
sample_006928,319,dragonfly,images/imagenet_real/sample_006928.png,50.0,activations/imagenet_real/batch_000000,201,-9.955056,3.323917
sample_006931,173,Ibizan_hound,images/imagenet_real/sample_006931.png,50.0,activations/imagenet_real/batch_000000,202,3.354295,2.4135847
sample_006965,649,megalith,images/imagenet_real/sample_006965.png,50.0,activations/imagenet_real/batch_000000,203,5.1272216,-1.4348109
sample_007014,2,great_white_shark,images/imagenet_real/sample_007014.png,50.0,activations/imagenet_real/batch_000000,204,-0.22405805,-12.960943
sample_007050,115,sea_slug,images/imagenet_real/sample_007050.png,50.0,activations/imagenet_real/batch_000000,205,15.918297,-5.2486763
sample_007069,173,Ibizan_hound,images/imagenet_real/sample_007069.png,50.0,activations/imagenet_real/batch_000000,206,3.524396,2.3258603
sample_007078,86,partridge,images/imagenet_real/sample_007078.png,50.0,activations/imagenet_real/batch_000000,207,-4.456096,4.688997
sample_007144,319,dragonfly,images/imagenet_real/sample_007144.png,50.0,activations/imagenet_real/batch_000000,208,-9.996702,3.2829926
sample_007162,67,diamondback,images/imagenet_real/sample_007162.png,50.0,activations/imagenet_real/batch_000000,209,-0.33548743,16.026653
sample_007176,115,sea_slug,images/imagenet_real/sample_007176.png,50.0,activations/imagenet_real/batch_000000,210,16.064335,-5.047438
sample_007265,115,sea_slug,images/imagenet_real/sample_007265.png,50.0,activations/imagenet_real/batch_000000,211,15.977552,-5.144902
sample_007273,115,sea_slug,images/imagenet_real/sample_007273.png,50.0,activations/imagenet_real/batch_000000,212,15.930252,-5.3338156
sample_007325,67,diamondback,images/imagenet_real/sample_007325.png,50.0,activations/imagenet_real/batch_000000,213,-0.1920727,15.974672
sample_007336,725,pitcher,images/imagenet_real/sample_007336.png,50.0,activations/imagenet_real/batch_000000,214,-1.2165943,-0.027968789
