sample_id,class_label,class_name,image_path,conditioning_sigma,activation_path,batch_index,umap_x,umap_y
sample_000754,649,megalith,images/imagenet_real/sample_000754.png,80.0,activations/imagenet_real/batch_000000,15,-3.2419126,1.2897142
sample_000790,88,macaw,images/imagenet_real/sample_000790.png,80.0,activations/imagenet_real/batch_000000,16,5.518341,1.6626906
sample_000852,86,partridge,images/imagenet_real/sample_000852.png,80.0,activations/imagenet_real/batch_000000,17,2.231987,2.5463996
sample_000860,704,parking_meter,images/imagenet_real/sample_000860.png,80.0,activations/imagenet_real/batch_000000,18,-0.6718221,0.07924951
sample_000862,751,racer,images/imagenet_real/sample_000862.png,80.0,activations/imagenet_real/batch_000000,19,2.540044,0.35440108
sample_000864,649,megalith,images/imagenet_real/sample_000864.png,80.0,activations/imagenet_real/batch_000000,20,-3.4047937,1.2843865
sample_000897,173,Ibizan_hound,images/imagenet_real/sample_000897.png,80.0,activations/imagenet_real/batch_000000,21,-0.85449696,3.266122
sample_000921,88,macaw,images/imagenet_real/sample_000921.png,80.0,activations/imagenet_real/batch_000000,22,5.782486,1.8751597
sample_000934,319,dragonfly,images/imagenet_real/sample_000934.png,80.0,activations/imagenet_real/batch_000000,23,4.4108505,0.036590423
sample_000982,173,Ibizan_hound,images/imagenet_real/sample_000982.png,80.0,activations/imagenet_real/batch_000000,24,-1.068169,3.1086502
sample_001005,649,megalith,images/imagenet_real/sample_001005.png,80.0,activations/imagenet_real/batch_000000,25,-4.3217735,1.317992
sample_001032,930,French_loaf,images/imagenet_real/sample_001032.png,80.0,activations/imagenet_real/batch_000000,26,0.77256024,-4.925938
sample_001115,930,French_loaf,images/imagenet_real/sample_001115.png,80.0,activations/imagenet_real/batch_000000,27,0.6990283,-4.9311914
sample_001126,827,stove,images/imagenet_real/sample_001126.png,80.0,activations/imagenet_real/batch_000000,28,-2.1772187,-0.7579425
sample_001171,930,French_loaf,images/imagenet_real/sample_001171.png,80.0,activations/imagenet_real/batch_000000,29,0.8383091,-4.821792
sample_001177,665,moped,images/imagenet_real/sample_001177.png,80.0,activations/imagenet_real/batch_000000,30,-0.7603175,1.1435798
sample_001179,751,racer,images/imagenet_real/sample_001179.png,80.0,activations/imagenet_real/batch_000000,31,2.4623833,0.41301155
sample_001200,197,giant_schnauzer,images/imagenet_real/sample_001200.png,80.0,activations/imagenet_real/batch_000000,32,0.81799734,2.7900605
sample_001204,67,diamondback,images/imagenet_real/sample_001204.png,80.0,activations/imagenet_real/batch_000000,33,-3.4240973,5.8716617
sample_001264,725,pitcher,images/imagenet_real/sample_001264.png,80.0,activations/imagenet_real/batch_000000,34,0.53648996,-2.1481595
sample_001282,86,partridge,images/imagenet_real/sample_001282.png,80.0,activations/imagenet_real/batch_000000,35,1.7900184,2.5094204
sample_001305,827,stove,images/imagenet_real/sample_001305.png,80.0,activations/imagenet_real/batch_000000,36,-0.5903751,-1.3951635
sample_001323,197,giant_schnauzer,images/imagenet_real/sample_001323.png,80.0,activations/imagenet_real/batch_000000,37,0.77718514,3.3067982
sample_001366,649,megalith,images/imagenet_real/sample_001366.png,80.0,activations/imagenet_real/batch_000000,38,-3.972964,1.0429887
sample_001400,827,stove,images/imagenet_real/sample_001400.png,80.0,activations/imagenet_real/batch_000000,39,-2.163231,-0.8262027
sample_001441,827,stove,images/imagenet_real/sample_001441.png,80.0,activations/imagenet_real/batch_000000,40,-2.2389832,-0.6972338
sample_001463,2,great_white_shark,images/imagenet_real/sample_001463.png,80.0,activations/imagenet_real/batch_000000,41,-0.67166954,10.965393
sample_001478,394,sturgeon,images/imagenet_real/sample_001478.png,80.0,activations/imagenet_real/batch_000000,42,-0.37715143,6.244482
sample_001486,751,racer,images/imagenet_real/sample_001486.png,80.0,activations/imagenet_real/batch_000000,43,2.1510007,0.6463702
sample_001505,827,stove,images/imagenet_real/sample_001505.png,80.0,activations/imagenet_real/batch_000000,44,-2.0580175,-0.77704424
sample_001525,725,pitcher,images/imagenet_real/sample_001525.png,80.0,activations/imagenet_real/batch_000000,45,0.526419,-2.3768194
sample_001540,319,dragonfly,images/imagenet_real/sample_001540.png,80.0,activations/imagenet_real/batch_000000,46,4.6152334,-0.38881308
sample_001561,665,moped,images/imagenet_real/sample_001561.png,80.0,activations/imagenet_real/batch_000000,47,-1.6538123,0.8468311
sample_001602,86,partridge,images/imagenet_real/sample_001602.png,80.0,activations/imagenet_real/batch_000000,48,2.3516104,2.9084957
sample_001624,394,sturgeon,images/imagenet_real/sample_001624.png,80.0,activations/imagenet_real/batch_000000,49,-0.49153426,6.463783
sample_001660,67,diamondback,images/imagenet_real/sample_001660.png,80.0,activations/imagenet_real/batch_000000,50,-3.1771955,5.7224035
sample_001678,86,partridge,images/imagenet_real/sample_001678.png,80.0,activations/imagenet_real/batch_000000,51,1.7497673,2.6772897
sample_001712,725,pitcher,images/imagenet_real/sample_001712.png,80.0,activations/imagenet_real/batch_000000,52,0.58999527,-2.2718403
sample_001744,86,partridge,images/imagenet_real/sample_001744.png,80.0,activations/imagenet_real/batch_000000,53,2.455568,2.9662385
sample_001840,197,giant_schnauzer,images/imagenet_real/sample_001840.png,80.0,activations/imagenet_real/batch_000000,54,0.78965676,4.110537
sample_001846,930,French_loaf,images/imagenet_real/sample_001846.png,80.0,activations/imagenet_real/batch_000000,55,0.7249509,-4.843821
sample_001868,725,pitcher,images/imagenet_real/sample_001868.png,80.0,activations/imagenet_real/batch_000000,56,-0.43985483,-2.1314514
sample_001915,649,megalith,images/imagenet_real/sample_001915.png,80.0,activations/imagenet_real/batch_000000,57,-3.4591467,0.87292266
sample_001931,704,parking_meter,images/imagenet_real/sample_001931.png,80.0,activations/imagenet_real/batch_000000,58,0.11615267,0.53360456
sample_001942,86,partridge,images/imagenet_real/sample_001942.png,80.0,activations/imagenet_real/batch_000000,59,2.2580175,2.6189659
sample_001982,67,diamondback,images/imagenet_real/sample_001982.png,80.0,activations/imagenet_real/batch_000000,60,-3.1776772,5.635141
sample_001991,86,partridge,images/imagenet_real/sample_001991.png,80.0,activations/imagenet_real/batch_000000,61,2.4558988,2.9046168
sample_002058,827,stove,images/imagenet_real/sample_002058.png,80.0,activations/imagenet_real/batch_000000,62,-1.8216972,-1.0160449
sample_002095,67,diamondback,images/imagenet_real/sample_002095.png,80.0,activations/imagenet_real/batch_000000,63,-3.2507653,5.855357
sample_002160,930,French_loaf,images/imagenet_real/sample_002160.png,80.0,activations/imagenet_real/batch_000000,64,0.64213324,-4.942258
sample_002180,704,parking_meter,images/imagenet_real/sample_002180.png,80.0,activations/imagenet_real/batch_000000,65,-0.73301584,0.06530692
sample_002217,827,stove,images/imagenet_real/sample_002217.png,80.0,activations/imagenet_real/batch_000000,66,-2.044201,-0.75564176
sample_002223,827,stove,images/imagenet_real/sample_002223.png,80.0,activations/imagenet_real/batch_000000,67,-2.100374,-0.87500346
sample_002246,115,sea_slug,images/imagenet_real/sample_002246.png,80.0,activations/imagenet_real/batch_000000,68,16.07616,-4.9273567
sample_002322,197,giant_schnauzer,images/imagenet_real/sample_002322.png,80.0,activations/imagenet_real/batch_000000,69,0.7605302,4.2262225
sample_002415,751,racer,images/imagenet_real/sample_002415.png,80.0,activations/imagenet_real/batch_000000,70,2.436434,0.35232556
sample_002426,173,Ibizan_hound,images/imagenet_real/sample_002426.png,80.0,activations/imagenet_real/batch_000000,71,-1.2630789,3.0910585
sample_002434,88,macaw,images/imagenet_real/sample_002434.png,80.0,activations/imagenet_real/batch_000000,72,5.7113166,1.8518298
sample_002502,827,stove,images/imagenet_real/sample_002502.png,80.0,activations/imagenet_real/batch_000000,73,-1.7352996,-1.1334249
sample_002503,704,parking_meter,images/imagenet_real/sample_002503.png,80.0,activations/imagenet_real/batch_000000,74,-0.88623947,0.0024337033
sample_002554,725,pitcher,images/imagenet_real/sample_002554.png,80.0,activations/imagenet_real/batch_000000,75,0.5166703,-2.8003333
sample_002587,649,megalith,images/imagenet_real/sample_002587.png,80.0,activations/imagenet_real/batch_000000,76,-3.7384398,0.7413485
sample_002589,827,stove,images/imagenet_real/sample_002589.png,80.0,activations/imagenet_real/batch_000000,77,-2.0993707,-0.8265584
sample_002590,665,moped,images/imagenet_real/sample_002590.png,80.0,activations/imagenet_real/batch_000000,78,-1.3860967,1.139955
sample_002623,173,Ibizan_hound,images/imagenet_real/sample_002623.png,80.0,activations/imagenet_real/batch_000000,79,-1.2466408,3.092957
sample_002669,86,partridge,images/imagenet_real/sample_002669.png,80.0,activations/imagenet_real/batch_000000,80,0.7606275,-0.64281505
sample_002711,319,dragonfly,images/imagenet_real/sample_002711.png,80.0,activations/imagenet_real/batch_000000,81,4.665733,-0.39084134
sample_002719,394,sturgeon,images/imagenet_real/sample_002719.png,80.0,activations/imagenet_real/batch_000000,82,-0.5601744,6.8954268
sample_002725,649,megalith,images/imagenet_real/sample_002725.png,80.0,activations/imagenet_real/batch_000000,83,-3.7511485,0.7728573
sample_002791,649,megalith,images/imagenet_real/sample_002791.png,80.0,activations/imagenet_real/batch_000000,84,-3.735273,0.78963417
sample_002870,197,giant_schnauzer,images/imagenet_real/sample_002870.png,80.0,activations/imagenet_real/batch_000000,85,0.3987935,4.2682376
sample_002879,394,sturgeon,images/imagenet_real/sample_002879.png,80.0,activations/imagenet_real/batch_000000,86,-0.63153,7.469423
sample_002914,751,racer,images/imagenet_real/sample_002914.png,80.0,activations/imagenet_real/batch_000000,87,2.4361637,0.40786085
sample_002915,2,great_white_shark,images/imagenet_real/sample_002915.png,80.0,activations/imagenet_real/batch_000000,88,-0.57171184,10.850846
sample_002944,197,giant_schnauzer,images/imagenet_real/sample_002944.png,80.0,activations/imagenet_real/batch_000000,89,0.4901223,4.546231
sample_002975,725,pitcher,images/imagenet_real/sample_002975.png,80.0,activations/imagenet_real/batch_000000,90,0.624191,-2.3814638
sample_002995,930,French_loaf,images/imagenet_real/sample_002995.png,80.0,activations/imagenet_real/batch_000000,91,0.6929477,-4.889593
sample_003014,751,racer,images/imagenet_real/sample_003014.png,80.0,activations/imagenet_real/batch_000000,92,2.0406687,0.347311
sample_003074,394,sturgeon,images/imagenet_real/sample_003074.png,80.0,activations/imagenet_real/batch_000000,93,-0.5585823,7.4507046
sample_003122,649,megalith,images/imagenet_real/sample_003122.png,80.0,activations/imagenet_real/batch_000000,94,-4.2827096,1.2695075
sample_003143,665,moped,images/imagenet_real/sample_003143.png,80.0,activations/imagenet_real/batch_000000,95,-1.5287199,0.96184176
sample_003182,319,dragonfly,images/imagenet_real/sample_003182.png,80.0,activations/imagenet_real/batch_000000,96,4.6718245,-0.46323097
sample_003206,649,megalith,images/imagenet_real/sample_003206.png,80.0,activations/imagenet_real/batch_000000,97,-3.8168094,1.1252875
sample_003229,88,macaw,images/imagenet_real/sample_003229.png,80.0,activations/imagenet_real/batch_000000,98,5.486325,2.1248453
sample_003230,930,French_loaf,images/imagenet_real/sample_003230.png,80.0,activations/imagenet_real/batch_000000,99,0.64583707,-3.2024283
sample_003300,86,partridge,images/imagenet_real/sample_003300.png,80.0,activations/imagenet_real/batch_000000,100,2.1007333,2.460292
sample_003301,725,pitcher,images/imagenet_real/sample_003301.png,80.0,activations/imagenet_real/batch_000000,101,0.69224316,-2.3623831
sample_003303,930,French_loaf,images/imagenet_real/sample_003303.png,80.0,activations/imagenet_real/batch_000000,102,0.76899034,-4.7676625
sample_003334,197,giant_schnauzer,images/imagenet_real/sample_003334.png,80.0,activations/imagenet_real/batch_000000,103,0.5575611,4.4727116
sample_003449,319,dragonfly,images/imagenet_real/sample_003449.png,80.0,activations/imagenet_real/batch_000000,104,4.8181996,-0.47620732
sample_003502,67,diamondback,images/imagenet_real/sample_003502.png,80.0,activations/imagenet_real/batch_000000,105,-3.3233984,5.9463053
sample_003540,173,Ibizan_hound,images/imagenet_real/sample_003540.png,80.0,activations/imagenet_real/batch_000000,106,0.18289264,2.3286643
sample_003655,394,sturgeon,images/imagenet_real/sample_003655.png,80.0,activations/imagenet_real/batch_000000,107,-0.7699971,7.6729283
sample_003698,725,pitcher,images/imagenet_real/sample_003698.png,80.0,activations/imagenet_real/batch_000000,108,-0.54894406,-2.2063348
sample_003756,86,partridge,images/imagenet_real/sample_003756.png,80.0,activations/imagenet_real/batch_000000,109,1.7907342,2.371982
sample_003796,197,giant_schnauzer,images/imagenet_real/sample_003796.png,80.0,activations/imagenet_real/batch_000000,110,0.44985834,4.2948656
sample_003861,665,moped,images/imagenet_real/sample_003861.png,80.0,activations/imagenet_real/batch_000000,111,-1.071539,1.7476069
sample_003894,394,sturgeon,images/imagenet_real/sample_003894.png,80.0,activations/imagenet_real/batch_000000,112,-0.64046866,7.390263
sample_003911,649,megalith,images/imagenet_real/sample_003911.png,80.0,activations/imagenet_real/batch_000000,113,-4.2689433,1.338704
sample_003975,88,macaw,images/imagenet_real/sample_003975.png,80.0,activations/imagenet_real/batch_000000,114,5.6107135,1.9860574
sample_003981,115,sea_slug,images/imagenet_real/sample_003981.png,80.0,activations/imagenet_real/batch_000000,115,16.040379,-5.0910087
sample_003982,930,French_loaf,images/imagenet_real/sample_003982.png,80.0,activations/imagenet_real/batch_000000,116,0.818064,-4.728957
sample_004030,88,macaw,images/imagenet_real/sample_004030.png,80.0,activations/imagenet_real/batch_000000,117,5.6976023,1.9752448
sample_004046,86,partridge,images/imagenet_real/sample_004046.png,80.0,activations/imagenet_real/batch_000000,118,2.2783835,2.6515546
sample_004115,197,giant_schnauzer,images/imagenet_real/sample_004115.png,80.0,activations/imagenet_real/batch_000000,119,0.53393364,4.4548755
sample_004124,67,diamondback,images/imagenet_real/sample_004124.png,80.0,activations/imagenet_real/batch_000000,120,-3.3914073,5.9523773
sample_004196,704,parking_meter,images/imagenet_real/sample_004196.png,80.0,activations/imagenet_real/batch_000000,121,-1.2186403,0.16574015
sample_004198,173,Ibizan_hound,images/imagenet_real/sample_004198.png,80.0,activations/imagenet_real/batch_000000,122,-0.32229507,2.5383017
sample_004205,827,stove,images/imagenet_real/sample_004205.png,80.0,activations/imagenet_real/batch_000000,123,-2.0255787,-0.8360476
sample_004207,67,diamondback,images/imagenet_real/sample_004207.png,80.0,activations/imagenet_real/batch_000000,124,-3.4699023,5.8940353
sample_004267,827,stove,images/imagenet_real/sample_004267.png,80.0,activations/imagenet_real/batch_000000,125,-0.59847444,-1.3328831
sample_004269,2,great_white_shark,images/imagenet_real/sample_004269.png,80.0,activations/imagenet_real/batch_000000,126,-0.6154782,11.003729
sample_004285,319,dragonfly,images/imagenet_real/sample_004285.png,80.0,activations/imagenet_real/batch_000000,127,4.780499,-0.5539167
sample_004291,115,sea_slug,images/imagenet_real/sample_004291.png,80.0,activations/imagenet_real/batch_000000,128,15.988658,-4.8310723
sample_004305,197,giant_schnauzer,images/imagenet_real/sample_004305.png,80.0,activations/imagenet_real/batch_000000,129,0.6895167,3.8781233
sample_004324,88,macaw,images/imagenet_real/sample_004324.png,80.0,activations/imagenet_real/batch_000000,130,5.7775674,1.9158722
sample_004349,319,dragonfly,images/imagenet_real/sample_004349.png,80.0,activations/imagenet_real/batch_000000,131,4.5751305,-0.19461958
sample_004377,2,great_white_shark,images/imagenet_real/sample_004377.png,80.0,activations/imagenet_real/batch_000000,132,-0.5690707,10.659958
sample_004396,394,sturgeon,images/imagenet_real/sample_004396.png,80.0,activations/imagenet_real/batch_000000,133,-0.50454694,7.5326505
sample_004416,930,French_loaf,images/imagenet_real/sample_004416.png,80.0,activations/imagenet_real/batch_000000,134,0.6717394,-4.943349
sample_004513,173,Ibizan_hound,images/imagenet_real/sample_004513.png,80.0,activations/imagenet_real/batch_000000,135,-1.1726407,2.963938
sample_004527,115,sea_slug,images/imagenet_real/sample_004527.png,80.0,activations/imagenet_real/batch_000000,136,15.730064,-4.760618
sample_004560,827,stove,images/imagenet_real/sample_004560.png,80.0,activations/imagenet_real/batch_000000,137,-0.57867366,-1.4181228
sample_004570,665,moped,images/imagenet_real/sample_004570.png,80.0,activations/imagenet_real/batch_000000,138,-1.120337,1.5907747
sample_004628,751,racer,images/imagenet_real/sample_004628.png,80.0,activations/imagenet_real/batch_000000,139,2.1988444,0.9152632
sample_004649,115,sea_slug,images/imagenet_real/sample_004649.png,80.0,activations/imagenet_real/batch_000000,140,16.026752,-4.868822
sample_004667,930,French_loaf,images/imagenet_real/sample_004667.png,80.0,activations/imagenet_real/batch_000000,141,0.6999873,-4.8594275
sample_004738,751,racer,images/imagenet_real/sample_004738.png,80.0,activations/imagenet_real/batch_000000,142,2.5818765,0.42553788
sample_004749,665,moped,images/imagenet_real/sample_004749.png,80.0,activations/imagenet_real/batch_000000,143,-1.4748788,0.96318585
sample_004770,86,partridge,images/imagenet_real/sample_004770.png,80.0,activations/imagenet_real/batch_000000,144,2.4563572,2.8871639
sample_004781,930,French_loaf,images/imagenet_real/sample_004781.png,80.0,activations/imagenet_real/batch_000000,145,0.8186223,-4.403993
sample_004795,704,parking_meter,images/imagenet_real/sample_004795.png,80.0,activations/imagenet_real/batch_000000,146,0.10971699,-0.62953323
sample_004815,115,sea_slug,images/imagenet_real/sample_004815.png,80.0,activations/imagenet_real/batch_000000,147,15.914079,-4.7422247
sample_004929,704,parking_meter,images/imagenet_real/sample_004929.png,80.0,activations/imagenet_real/batch_000000,148,-0.7009133,0.1829941
sample_004940,67,diamondback,images/imagenet_real/sample_004940.png,80.0,activations/imagenet_real/batch_000000,149,-3.0295682,5.5780168
sample_004994,88,macaw,images/imagenet_real/sample_004994.png,80.0,activations/imagenet_real/batch_000000,150,5.2705007,2.086149
sample_005009,649,megalith,images/imagenet_real/sample_005009.png,80.0,activations/imagenet_real/batch_000000,151,-3.2150848,1.8138431
sample_005064,725,pitcher,images/imagenet_real/sample_005064.png,80.0,activations/imagenet_real/batch_000000,152,-0.8058952,-2.347146
sample_005149,930,French_loaf,images/imagenet_real/sample_005149.png,80.0,activations/imagenet_real/batch_000000,153,0.7302039,-4.950234
sample_005206,930,French_loaf,images/imagenet_real/sample_005206.png,80.0,activations/imagenet_real/batch_000000,154,0.7598829,-4.538789
sample_005208,173,Ibizan_hound,images/imagenet_real/sample_005208.png,80.0,activations/imagenet_real/batch_000000,155,-1.239364,3.1050682
sample_005213,197,giant_schnauzer,images/imagenet_real/sample_005213.png,80.0,activations/imagenet_real/batch_000000,156,0.753107,4.1298246
sample_005217,930,French_loaf,images/imagenet_real/sample_005217.png,80.0,activations/imagenet_real/batch_000000,157,0.68191797,-4.847839
sample_005316,197,giant_schnauzer,images/imagenet_real/sample_005316.png,80.0,activations/imagenet_real/batch_000000,158,0.4346633,4.567197
sample_005318,115,sea_slug,images/imagenet_real/sample_005318.png,80.0,activations/imagenet_real/batch_000000,159,16.057339,-5.0964456
sample_005403,930,French_loaf,images/imagenet_real/sample_005403.png,80.0,activations/imagenet_real/batch_000000,160,0.68190664,-4.930006
sample_005412,751,racer,images/imagenet_real/sample_005412.png,80.0,activations/imagenet_real/batch_000000,161,2.544077,0.3993867
sample_005439,704,parking_meter,images/imagenet_real/sample_005439.png,80.0,activations/imagenet_real/batch_000000,162,0.2561385,-0.88303506
sample_005548,197,giant_schnauzer,images/imagenet_real/sample_005548.png,80.0,activations/imagenet_real/batch_000000,163,0.5179768,4.4421864
sample_005583,649,megalith,images/imagenet_real/sample_005583.png,80.0,activations/imagenet_real/batch_000000,164,-3.7626495,1.0113202
sample_005681,665,moped,images/imagenet_real/sample_005681.png,80.0,activations/imagenet_real/batch_000000,165,-1.1960379,1.9269245
sample_005689,88,macaw,images/imagenet_real/sample_005689.png,80.0,activations/imagenet_real/batch_000000,166,5.7707553,1.8660446
sample_005738,930,French_loaf,images/imagenet_real/sample_005738.png,80.0,activations/imagenet_real/batch_000000,167,0.699007,-4.9084654
sample_005757,173,Ibizan_hound,images/imagenet_real/sample_005757.png,80.0,activations/imagenet_real/batch_000000,168,-1.2510746,3.0738745
sample_005815,173,Ibizan_hound,images/imagenet_real/sample_005815.png,80.0,activations/imagenet_real/batch_000000,169,-1.040882,2.941642
sample_005848,67,diamondback,images/imagenet_real/sample_005848.png,80.0,activations/imagenet_real/batch_000000,170,-3.3810115,5.8481183
sample_005856,197,giant_schnauzer,images/imagenet_real/sample_005856.png,80.0,activations/imagenet_real/batch_000000,171,0.41344517,4.412908
sample_005857,394,sturgeon,images/imagenet_real/sample_005857.png,80.0,activations/imagenet_real/batch_000000,172,-0.66871405,7.454033
sample_005866,319,dragonfly,images/imagenet_real/sample_005866.png,80.0,activations/imagenet_real/batch_000000,173,4.7966123,-0.4593971
sample_005889,173,Ibizan_hound,images/imagenet_real/sample_005889.png,80.0,activations/imagenet_real/batch_000000,174,-0.7101223,3.3055232
sample_005959,394,sturgeon,images/imagenet_real/sample_005959.png,80.0,activations/imagenet_real/batch_000000,175,-0.59492725,7.509062
sample_005976,2,great_white_shark,images/imagenet_real/sample_005976.png,80.0,activations/imagenet_real/batch_000000,176,-0.6828736,11.025662
sample_006032,67,diamondback,images/imagenet_real/sample_006032.png,80.0,activations/imagenet_real/batch_000000,177,-3.4058208,5.8711805
sample_006038,319,dragonfly,images/imagenet_real/sample_006038.png,80.0,activations/imagenet_real/batch_000000,178,4.7240477,-0.3440504
sample_006064,930,French_loaf,images/imagenet_real/sample_006064.png,80.0,activations/imagenet_real/batch_000000,179,0.66694003,-3.0896194
sample_006078,725,pitcher,images/imagenet_real/sample_006078.png,80.0,activations/imagenet_real/batch_000000,180,0.6553621,-1.5755864
sample_006094,704,parking_meter,images/imagenet_real/sample_006094.png,80.0,activations/imagenet_real/batch_000000,181,-1.1354185,0.17355663
sample_006147,319,dragonfly,images/imagenet_real/sample_006147.png,80.0,activations/imagenet_real/batch_000000,182,4.76261,-0.37891382
sample_006152,88,macaw,images/imagenet_real/sample_006152.png,80.0,activations/imagenet_real/batch_000000,183,5.6603823,1.9015834
sample_006186,115,sea_slug,images/imagenet_real/sample_006186.png,80.0,activations/imagenet_real/batch_000000,184,15.786371,-4.605633
sample_006265,319,dragonfly,images/imagenet_real/sample_006265.png,80.0,activations/imagenet_real/batch_000000,185,4.8962064,-0.52827436
sample_006308,86,partridge,images/imagenet_real/sample_006308.png,80.0,activations/imagenet_real/batch_000000,186,2.4468808,2.8949003
sample_006328,88,macaw,images/imagenet_real/sample_006328.png,80.0,activations/imagenet_real/batch_000000,187,5.5273247,1.7440143
sample_006335,751,racer,images/imagenet_real/sample_006335.png,80.0,activations/imagenet_real/batch_000000,188,2.4896004,0.43553
sample_006342,930,French_loaf,images/imagenet_real/sample_006342.png,80.0,activations/imagenet_real/batch_000000,189,0.8024852,-4.4448614
sample_006367,930,French_loaf,images/imagenet_real/sample_006367.png,80.0,activations/imagenet_real/batch_000000,190,0.6821015,-3.2083251
sample_006410,394,sturgeon,images/imagenet_real/sample_006410.png,80.0,activations/imagenet_real/batch_000000,191,-0.59022456,6.7178974
sample_006434,2,great_white_shark,images/imagenet_real/sample_006434.png,80.0,activations/imagenet_real/batch_000000,192,-0.6111179,11.002624
sample_006501,2,great_white_shark,images/imagenet_real/sample_006501.png,80.0,activations/imagenet_real/batch_000000,193,-0.74505174,10.943625
sample_006516,665,moped,images/imagenet_real/sample_006516.png,80.0,activations/imagenet_real/batch_000000,194,-1.5147388,0.8962139
sample_006629,86,partridge,images/imagenet_real/sample_006629.png,80.0,activations/imagenet_real/batch_000000,195,2.3326342,2.909918
sample_006682,115,sea_slug,images/imagenet_real/sample_006682.png,80.0,activations/imagenet_real/batch_000000,196,15.633264,-4.7023582
sample_006763,115,sea_slug,images/imagenet_real/sample_006763.png,80.0,activations/imagenet_real/batch_000000,197,16.06123,-4.9600463
sample_006785,649,megalith,images/imagenet_real/sample_006785.png,80.0,activations/imagenet_real/batch_000000,198,-4.321068,1.3081234
sample_006796,751,racer,images/imagenet_real/sample_006796.png,80.0,activations/imagenet_real/batch_000000,199,2.511611,0.36828825
sample_006816,173,Ibizan_hound,images/imagenet_real/sample_006816.png,80.0,activations/imagenet_real/batch_000000,200,-0.031774465,2.6019542
sample_006928,319,dragonfly,images/imagenet_real/sample_006928.png,80.0,activations/imagenet_real/batch_000000,201,4.835346,-0.48966378
sample_006931,173,Ibizan_hound,images/imagenet_real/sample_006931.png,80.0,activations/imagenet_real/batch_000000,202,-0.6875771,3.314088
sample_006965,649,megalith,images/imagenet_real/sample_006965.png,80.0,activations/imagenet_real/batch_000000,203,-3.5121477,1.4045485
sample_007014,2,great_white_shark,images/imagenet_real/sample_007014.png,80.0,activations/imagenet_real/batch_000000,204,-0.6707875,10.973122
sample_007050,115,sea_slug,images/imagenet_real/sample_007050.png,80.0,activations/imagenet_real/batch_000000,205,16.094345,-5.115791
sample_007069,173,Ibizan_hound,images/imagenet_real/sample_007069.png,80.0,activations/imagenet_real/batch_000000,206,-1.1248584,3.0125034
sample_007078,86,partridge,images/imagenet_real/sample_007078.png,80.0,activations/imagenet_real/batch_000000,207,1.9312556,2.2355895
sample_007144,319,dragonfly,images/imagenet_real/sample_007144.png,80.0,activations/imagenet_real/batch_000000,208,4.701151,-0.50316757
sample_007162,67,diamondback,images/imagenet_real/sample_007162.png,80.0,activations/imagenet_real/batch_000000,209,-3.3305085,5.8220973
sample_007176,115,sea_slug,images/imagenet_real/sample_007176.png,80.0,activations/imagenet_real/batch_000000,210,15.9071045,-4.754661
sample_007265,115,sea_slug,images/imagenet_real/sample_007265.png,80.0,activations/imagenet_real/batch_000000,211,16.05443,-4.8550425
sample_007273,115,sea_slug,images/imagenet_real/sample_007273.png,80.0,activations/imagenet_real/batch_000000,212,16.10311,-5.1053863
sample_007325,67,diamondback,images/imagenet_real/sample_007325.png,80.0,activations/imagenet_real/batch_000000,213,-3.3531098,5.9682293
